X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
2025,10489,-19,2,50,-17,-10,1928,2005,6613,9641,9433,3,2047,-8,1,-15,11005,97866,3081,2138,2,2074
0,1208,-25,2,24,-29,-16,0,1214,0,0,0,2,0,-12,1,-23,0,199288,0,0,-2,0
180749,11137,-22,2,41,-23,-13,194956,10834,27268,24413,31085,2,27290,-10,1,-19,163374,482845,32332,33756,2,33257
856,3268,-22,1,29,-17,-13,0,3221,-3,2510,942,2,0,-8,2,-7,191,52282,2,890,2,956
0,0,-22,1,45,-29,-16,309,0,0,1140,0,3,0,-12,1,-19,0,51618,0,0,-2,0
2045,330,-19,2,39,-29,-16,325,331,354,8130,319,2,343,-12,2,-15,342,301458,327,345,-2,341
19119,20079,-25,2,48,-23,-13,12439,21497,12036,23941,16619,1,59,-8,2,-19,11123,192446,16930,9070,2,8640
4097,55257,-19,1,47,-17,-10,1776,1777,56447,57786,60002,1,1884,-8,1,-15,59687,232981,1886,1823,6,54799
3027,61047,-19,2,27,-17,-10,2983,3034,45935,65535,57523,1,3053,-8,2,-15,66388,437772,4645,3032,6,38375
5712,115392,-19,2,54,-17,-10,16513,5644,136209,101081,141350,3,5932,-8,1,-15,106557,161013,24574,5292,6,139122
6194,-2,-25,2,58,-29,-16,0,0,1346,-2,-2,1,1453,-12,1,-23,-2,367348,0,0,-2,0
0,0,-16,2,26,-29,-16,0,0,0,0,0,1,0,-12,2,-23,0,48100,0,487,2,545
0,580,-25,1,30,-17,-10,492,485,1855,6766,1404,1,462,-8,2,-19,107,84184,1020,3495,6,5422
848,19616,-19,2,49,-17,-10,1995,1308,20236,49843,20345,1,673,-8,2,-15,49036,49534,696,737,6,19496
6971,38169,-16,1,28,-17,-4,1953,0,84413,38537,42652,3,1546,-8,2,-7,39668,79115,5268,1551,6,40771
4876,185418,-16,2,27,-17,-10,0,9156,157144,195421,170306,1,6418,-8,2,-7,202041,205564,7660,5956,6,149272
3468,79728,-13,2,43,-5,-10,2520,6566,79888,70168,89695,2,3661,-4,2,-15,72989,123444,3410,3140,14,81677
15299,267409,-19,1,27,-17,-10,9290,9798,236119,256971,230366,1,11374,-8,2,-15,247417,248498,9931,7989,6,230303
30785,186,-22,1,59,-29,-4,148,209,18749,1960,202,2,17909,-12,1,-7,2028,213772,0,52086,2,52838
7499,254195,-19,1,33,-17,-10,8470,7187,209301,225458,212868,2,7130,-8,1,-15,244919,237516,6200,6743,6,192691
0,17422,-19,1,22,-17,-10,1280,1443,19481,21658,19931,2,1444,-8,2,-15,16093,20781,1583,971,6,20542
3462,1743,-16,2,36,-23,-13,2018,1763,12522,0,17729,2,382,-8,1,-19,1710,307155,19793,1871,6,28436
336,420,-22,2,40,-23,-13,324,401,436,2330,415,3,434,-10,1,-19,305,162750,424,2602,2,2603
1395,43373,-19,1,41,-17,-10,2045,1975,26956,52468,24566,2,1505,-8,1,-15,46145,61667,979,2775,6,28798
2167,47676,-19,2,27,-17,-10,2705,2102,47417,43124,49159,2,1788,-8,1,-15,48748,194629,2102,1937,6,53803
0,26288,-19,2,37,-17,-10,2033,1392,13985,28164,30390,1,690,-8,1,-15,25741,31207,1315,992,6,8490
4921,176841,-19,2,34,-17,-10,10209,8726,137813,231518,170506,1,9657,-8,2,-15,240971,221031,5795,3148,6,68035
965,28956,-19,2,23,-17,-10,1583,1445,30470,36720,28614,2,1073,-8,1,-15,32186,48750,1140,1500,6,25994
5534,184225,-19,1,43,-17,-10,141407,6989,127955,166087,128361,3,5002,-8,2,-15,222690,230074,4580,5653,6,129133
4753,151773,-19,1,30,-17,-10,8104,6627,157964,187853,153393,1,6307,-8,2,-15,184972,361257,5866,6533,6,131998
308,7751,-16,1,44,-23,-13,0,6738,0,0,3206,2,0,-10,2,-23,0,273777,3125,16512,2,14969
1552,521,-22,2,37,-23,-13,1646,521,1392,6417,0,1,1484,-10,2,-19,1669,512788,0,2793,2,2876
11303,4623,-22,2,39,-23,-13,5927,4761,8525,21520,1695,2,8048,-10,2,-19,5518,215903,1682,4168,2,4111
0,51263,-16,2,44,-17,-10,0,5175,56968,42006,54435,2,0,-2,2,-7,42741,64236,8364,2328,14,56154
5155,44538,-19,2,33,-17,-10,2019,2009,26896,57546,26277,2,2058,-8,2,-15,44673,140424,923,9914,6,22142
0,17864,-19,1,49,-17,-10,1508,1242,19569,15908,19039,2,359,-8,2,-15,15975,20825,367,184,6,9831
547,0,-16,2,37,-29,-16,0,0,2422,0,0,3,2349,-10,1,-23,0,246227,0,0,2,0
1881,51029,-13,2,26,-17,-10,4740,1547,25867,93655,29571,2,1392,-8,1,-15,94794,93653,1675,1483,6,28610
4585,9586,-22,1,33,-23,-13,9605,10030,10147,10898,9609,2,10553,-10,1,-19,9671,515744,9222,145714,2,116718
793,5827,-22,2,25,-17,-4,1586,0,7706,4417,6032,2,1536,-8,2,-7,5724,29126,1042,990,6,8818
4471,820,-22,2,40,-23,-13,14002,814,11636,1738,1422,1,11254,-10,2,-19,13910,151819,1324,1436,2,1404
1447,33972,-19,2,42,-17,-10,1951,1915,37054,32790,34447,3,1431,-8,1,-15,34408,116742,1885,1348,6,35927
1792,66430,-19,1,30,-5,-10,3221,6014,68568,65772,61014,3,1849,-8,1,-15,74451,73272,0,1856,6,61316
0,21662,-19,1,33,-5,-4,3630,0,26029,19431,26477,1,3086,-4,1,-15,20917,38813,2118,0,18,26980
823,15207,-19,2,36,-17,-10,1381,1505,16700,13933,14987,2,907,-8,2,-15,13865,50013,1275,809,6,17091
1893,49149,-19,1,27,-17,-10,2357,2106,47313,57726,42582,1,20592,-8,2,-15,59488,104050,1400,1513,6,27496
9389,2945,-25,2,31,-29,-16,7480,27591,7738,5794,3527,2,7937,-12,1,-23,7949,171229,3376,7500,-2,7599
1855,51667,-13,2,32,-5,-10,1625,4106,47081,46350,45690,2,1623,-8,1,-15,45641,50118,0,3730,6,52765
1327,604,-16,2,26,-5,-13,7129,636,674,-880,669,1,0,-8,1,-23,2728,201054,0,0,6,0
6528,70051,-16,1,40,-5,-4,0,5750,78723,67852,75033,3,6022,-4,2,-7,70287,126135,0,0,14,77365
1303,421,-22,2,31,-23,-13,387,421,931,414,373,1,1018,-10,2,-19,403,216158,375,0,6,588
0,691,-22,1,47,-23,-16,4044,736,727,2087,4883,1,655,-10,1,-19,4157,294702,4924,3508,-2,3456
5075,30215,-19,2,28,-17,-10,1523,1423,31288,31210,33025,1,952,-8,2,-15,29238,30264,2020,981,6,26440
1966,47891,-19,1,39,-5,-4,5510,2172,49949,44505,50656,2,1860,-4,1,-15,46120,47708,5844,277,14,49210
0,97511,-19,2,35,-17,-10,10495,3250,68027,221362,70298,2,4131,-8,1,-15,230001,214368,3322,6303,2,5896
843,372,-13,2,49,-23,-13,0,401,1089,805,559,3,1098,-10,1,-7,0,37533,521,0,14,510
2089,6923,-19,1,39,-17,-10,1930,6514,3091,6685,-1841,1,5350,-10,2,-15,2630,246021,0,0,14,1754
163696,61407,-22,1,27,-17,-13,384,71083,103616,1202,123106,1,16668,-8,2,-19,862,379953,61108,134389,2,123812
6165,92946,-19,2,22,-17,-10,4142,3913,93405,91930,93944,2,3419,-8,2,-15,96175,89722,3115,3359,6,95034
1990,23193,-19,1,33,-17,-10,2106,2086,19990,66260,18511,3,1897,-8,2,-15,33599,108069,635,1008,6,18813
1101,62782,-19,1,26,-17,-10,2414,1887,30236,75284,27666,2,981,-8,2,-15,69663,69709,1033,1036,6,26079
2138,32517,-13,2,30,-5,-10,1560,2724,34984,29945,32461,2,1248,-8,2,-15,31081,69285,0,1233,6,31959
4641,141131,-19,2,31,-5,-10,5703,19368,139572,126062,139087,2,4821,-8,2,-15,126895,156530,0,5030,6,113212
2134,56957,-19,1,43,-17,-10,3947,16056,50167,39446,57786,3,2909,-8,1,-15,42968,279255,2785,8234,6,58205
491,20375,-19,1,38,-17,-10,1998,20049,17408,24389,19547,2,636,-8,1,-15,14934,53277,769,790,6,18249
4236,40779,-19,1,40,-17,-10,3940,2906,36188,65310,33831,2,2973,-8,1,-15,47058,113689,2794,2817,6,35485
1927,71269,-19,1,27,-17,-10,7839,2947,43727,69391,45512,1,1856,-8,2,-15,73255,79310,1640,2022,6,51684
5441,177317,-19,1,42,-17,-10,6360,6506,152273,187105,180797,3,6224,-8,2,-15,183858,180267,7133,6259,6,153263
1574,5499,-22,2,37,-23,-13,4666,5726,5337,1794,718,2,5562,-10,2,-19,4833,208820,773,2513,2,2497
20385,45167,-19,1,25,-17,-10,15457,12393,87542,119385,59001,2,21303,-8,2,-15,144402,234461,20364,14246,6,96433
4210,97335,-19,2,48,-17,-10,9137,4755,96765,149037,89713,3,3915,-8,2,-15,126796,216321,4096,5216,6,98090
0,4255,-13,2,51,-5,-4,1207,0,4288,3285,4552,3,0,-4,1,-7,4542,9806,569,530,14,4778
1742,59287,-19,1,39,-17,-10,1891,2242,52382,53071,56058,3,2015,-4,2,-15,55174,53723,3454,0,14,54663
1984,29869,-19,1,25,-5,-10,3265,5920,33290,32201,25691,1,10169,-8,2,-15,27606,146132,0,2156,6,29842
3373,30807,-19,1,25,-17,-10,2008,1972,40455,32640,35631,2,4401,-8,2,-15,35921,109131,2142,38378,6,81018
886,577,-19,1,23,-23,-13,5797,578,19292,6311,18850,2,1076,-8,2,-19,4818,20753,21524,686,6,20136
5823,6793,-19,1,28,-23,-13,5367,6587,24660,3481,4254,1,23263,-8,2,-15,6194,418303,4003,1905,2,1756
821,27122,-19,2,34,-17,-10,1404,11550,21384,28741,27260,1,770,-8,1,-15,20330,134143,811,762,6,22553
4590,1376,-22,2,39,-23,-13,6531,1444,5376,2062,1778,1,4946,-10,1,-19,6266,72467,1767,11058,2,12011
2768,60173,-19,1,36,-17,-10,3119,3001,62374,67534,66488,5,2528,-8,1,-15,56247,99157,3143,3050,6,60896
6975,192863,-19,2,28,-17,-10,6600,9510,201973,176087,179381,2,10786,-4,1,-15,171617,211675,11357,0,14,177688
8266,420152,-19,1,29,-17,-10,16479,19089,246524,429074,505105,1,8779,-8,2,-15,465531,461106,19608,7784,6,244856
9029,3642,-19,2,27,-23,-10,2371,3557,19796,29782,22065,2,9168,-8,2,-19,2247,249776,22105,39256,2,39597
2229,132550,-19,2,48,-17,-10,5167,5867,124813,164610,117704,1,4235,-8,2,-15,157374,179597,3958,3590,6,110473
202,14850,-10,2,52,-17,-4,1582,0,17379,15137,14814,2,2357,-8,2,-7,15312,37569,523,0,14,16506
1780,7643,-16,1,55,-23,-13,3169,7499,2061,-273,437,1,1976,-10,1,-19,2523,363348,502,5,6,949
2490,64039,-19,1,34,-17,-10,3176,3219,58205,63570,66556,3,2879,-8,1,-15,63688,75418,2548,2703,6,60251
0,0,-16,2,38,-29,-16,0,0,0,0,0,1,0,-12,1,-23,0,188624,0,0,-2,0
407,12867,-25,1,34,-29,-16,1405,14599,470,119,-2,2,458,-12,2,-23,1257,291959,0,4773,-2,5016
27863,114700,-19,2,37,-23,-10,104014,28404,22247,57422,14429,3,21790,-10,1,-15,156469,204541,14142,0,14,10542
7660,1041,-25,2,36,-23,-13,0,1144,0,-3,3656,3,0,-12,1,-23,-3,228003,3626,2203,2,1950
0,9949,-16,1,22,-17,-10,0,981,0,9824,9597,2,0,-8,2,-7,9360,18550,215,0,-2,0
0,-17,-25,2,37,-29,-16,18,0,-18,-19,-18,1,0,-12,2,-23,-19,219695,0,0,-2,-20
2517,75695,-19,2,27,-5,-10,3257,6396,71083,78394,70512,2,2772,-8,2,-15,66924,80255,0,2915,6,74528
0,0,-19,1,25,-29,-16,0,0,0,15250,0,3,0,-12,2,-15,0,21654,0,0,-2,0
208,46920,-19,2,27,-5,-4,2997,1570,27903,42700,47038,2,1549,-4,2,-15,46947,51664,94,0,14,9711
1979,32963,-19,2,43,-17,-10,2980,5219,32561,23746,32938,2,1860,-8,1,-15,27159,161727,3148,1774,6,37494
3108,60901,-19,1,40,-17,-4,5798,0,35413,56878,63837,2,1281,-8,2,-15,59289,57363,2416,1403,6,36240
1658,10521,-19,2,23,-17,-10,1153,1211,11927,8437,11360,1,1041,-8,2,-15,9642,45918,1196,0,14,12347
5361,7720,-22,2,33,-23,-13,23048,7905,13053,19245,13807,2,13417,-10,2,-19,11671,167181,13717,12304,2,13943
4082,90274,-19,1,37,-17,-10,5004,4313,93092,101991,85370,2,3894,-8,1,-15,101864,196231,3913,4129,6,88602
4030,102694,-13,1,41,-5,-4,4882,0,118192,102025,103955,1,4064,-4,1,-7,108125,136151,8048,4263,14,120151
1487,19105,-13,1,27,-17,-10,1716,2418,20899,18471,18446,3,847,-8,2,-15,18500,20616,610,1034,6,19659
2019,45309,-19,2,37,-17,-10,1965,2790,47375,48659,51785,2,2134,-8,1,-15,46405,69580,2067,2600,6,50926
3601,82265,-19,2,36,-17,-10,2927,3831,87987,91907,78657,2,5429,-8,1,-15,75725,117666,3771,0,14,81572
1994,65597,-19,1,31,-17,-10,2883,2343,60533,92120,58955,1,1949,-8,2,-15,80255,180928,2302,3128,6,59265
0,0,-16,2,61,-29,-16,0,0,0,0,0,2,0,-12,1,-23,0,195690,0,0,-2,0
1942,101627,-19,1,29,-17,-10,79499,4723,-3,278761,68326,1,10095,-8,2,-15,217897,274004,461,1210,2,1169
400,29708,-19,2,24,-17,-10,1622,1472,10409,30626,30813,2,10003,-10,2,-15,30466,88023,1064,2138,2,2122
0,0,-16,2,38,-29,-16,0,0,0,0,0,1,0,-12,1,-23,0,531981,0,0,-2,0
0,1042,-13,1,37,1,-1,0,0,1066,993,1031,3,0,-2,1,-7,1018,19853,0,0,18,1047
0,1019,-22,1,29,-23,-13,4255,884,684,3814,1003,2,808,-10,2,-19,3948,123603,978,0,2,-181
0,1029,-25,2,28,-29,-16,11761,1132,13250,4318,1960,1,12533,-12,2,-23,11566,330331,1929,4,-2,-5
0,0,-22,2,34,-29,-16,0,0,625,8517,0,2,583,-10,1,-19,0,189008,0,0,2,0
24866,7528,-25,2,33,-29,-16,13218,8769,13653,13121,21779,1,13257,-12,2,-23,11984,452426,19618,38539,-2,37606
5710,2044,-22,2,31,-23,-13,1535,2005,13012,3232,13661,1,1347,-8,1,-19,1653,315899,13461,0,6,11422
3542,426,-22,2,43,-23,-13,61335,872,778,15692,1581,3,0,-8,3,-15,77730,122489,1551,785,2,760
2489,78608,-19,2,24,-17,-10,3592,3747,84367,84702,78737,2,3485,-8,2,-15,78459,96362,3151,4200,6,90119
1319,155,-22,2,39,-23,-13,145,145,162,1138,297,2,0,-8,1,-19,147,193693,306,145,2,140
1058,19100,-19,2,34,-17,-10,3055,2093,21603,14584,17751,5,1998,-8,1,-15,17459,153549,1906,1728,6,20285
3473,5602,-19,1,32,-17,-10,1053,1157,2848,6451,5257,2,59,-8,1,-15,5627,29366,1010,2458,2,2790
0,12805,-16,1,25,-17,-4,0,0,14873,15112,14760,3,2157,-8,2,-3,14232,21352,1177,0,18,15237
0,0,-22,2,36,-23,-16,0,0,1708,3830,3017,1,0,-8,1,-19,0,146078,2871,0,6,0
3919,129312,-19,2,36,-17,-10,7134,6767,129833,166449,115882,2,5128,-8,1,-15,141002,207500,4890,17467,6,126358
288,718,-25,2,30,-23,-13,2734,769,248,0,2408,1,264,-10,2,-19,2632,178902,2368,3828,2,3801
2139,11267,-19,1,33,-5,-4,3068,1087,3508,8221,11310,1,9318,-10,2,-15,10592,313644,1210,49483,6,58878
7325,217695,-16,1,42,-17,-10,0,12436,194392,253488,206239,1,8334,-8,1,-7,218316,450623,11965,8168,6,221419
600,13088,-19,2,32,-17,-10,1315,1311,15316,12420,14315,2,628,-8,1,-15,12097,295537,1343,546,6,15815
4059,332034,-19,2,24,-17,-4,19166,9226,142816,328121,361021,2,4926,-8,2,-15,346301,379425,15584,4064,6,98158
155445,87706,-22,2,46,-23,-13,36867,83544,-3444,199,-3504,1,0,-12,1,-19,35589,366148,0,6679,2,3675
11555,274601,-19,1,42,-5,-4,22032,17677,279661,266874,285075,3,9684,-8,1,-15,279160,376064,0,26534,6,291136
9638,104423,-19,1,34,-17,-10,4794,21652,129057,145661,125008,2,21363,-8,2,-15,139614,528899,18303,19828,6,140683
2078,47468,-19,2,24,-17,-4,3975,0,52514,61581,52299,2,1792,-8,2,-15,49908,75120,2035,2993,6,56500
4586,4305,-19,2,37,-23,-13,4595,9654,7691,24955,3050,1,7402,-10,1,-15,48175,208539,3197,6130,2,6438
5705,45922,-13,2,53,-5,-4,2036,2103,42045,42134,43577,3,1872,-8,1,-7,44664,52842,0,3781,6,49370
4173,111186,-16,1,36,-5,-4,5774,4971,126496,104974,111327,1,4393,-4,2,-7,110553,190725,4054,4186,14,124740
9927,114451,-19,2,36,-17,-10,5999,4539,75270,104275,113335,2,32,-4,2,-15,119429,186824,6582,2273,6,66226
5460,28873,-19,2,38,-17,-13,3325,32917,7196,17611,27123,1,6520,-10,1,-15,13012,287128,2056,0,2,0
49365,171309,-19,2,27,-17,-10,21172,5676,138541,157951,147324,1,5509,-8,2,-15,186793,367869,5028,2818,6,104570
7805,1997,-22,1,38,-17,-13,0,2075,1215,2033,985,2,1207,-10,1,-7,929,133604,0,1424,2,1408
0,131384,-16,1,39,-5,-4,5539,6951,135148,126098,125028,2,10535,-4,1,-7,121168,138434,0,4734,14,146338
1495,18083,-19,2,55,-17,-10,1430,1322,14870,16757,16030,3,563,-8,2,-15,17841,21351,1246,556,6,16724
1093,58994,-13,2,24,-17,-10,2038,2607,28900,64707,58780,3,1023,-8,1,-15,57030,59794,1603,1078,6,28804
5388,287852,-19,1,31,-17,-10,10729,12615,123453,253391,288560,2,5467,-8,2,-15,299280,320215,15192,5320,6,121349
7227,198005,-19,2,34,-17,-10,6140,6308,183055,194788,158960,2,5645,-8,1,-15,189277,253745,7365,5036,6,165351
6043,172580,-13,2,34,-5,-1,15451,0,158094,161132,148084,2,5743,-8,2,-7,166751,159825,0,13233,6,155069
9998,182560,-16,1,32,-17,-10,0,7127,185243,162034,181719,2,7474,-8,2,-7,161535,175788,8725,7780,6,163828
991,13106,-13,2,48,-5,-4,3093,1535,15963,10266,12068,3,3169,-8,2,-7,11915,19989,0,1578,6,16846
11159,23455,-19,2,26,-17,-10,1751,1131,26481,27850,31072,2,2168,-8,2,-15,27760,189652,28550,7859,6,19612
2011,101111,-19,2,34,-17,-10,6211,4580,81759,137155,90267,3,3006,-8,1,-15,114775,219845,4176,2804,6,72900
498,51829,-19,1,34,-17,-10,1640,2287,18430,93709,46481,2,12326,-8,1,-15,48971,46138,1219,480,6,13648
492,17251,-19,2,28,-17,-10,1113,1387,8599,6989,9419,2,312,-8,2,-15,7953,9324,501,586,6,8500
1996,41538,-22,1,43,-17,-10,1483,1392,44992,37666,42914,3,2968,-8,1,-15,40830,365748,1311,1511,6,46046
3219,37847,-19,2,45,-17,-10,4039,2896,47977,33511,40781,3,4072,-8,1,-15,36864,198801,3885,2853,6,50128
8061,321264,-19,1,37,-17,-10,12502,12099,222218,304756,246908,1,14312,-8,2,-15,310285,398914,7469,7575,6,230683
4305,281294,-19,2,28,-17,-10,15838,10072,258038,309944,260647,1,8553,-8,2,-15,326191,353448,5588,13250,6,264866
11375,349430,-19,1,28,-17,-10,15172,15240,390724,385333,386820,1,13515,-8,2,-15,462228,506445,13482,14738,6,377830
2933,49991,-19,2,23,-17,-10,4432,3065,27096,68811,31638,3,1962,-8,1,-15,65859,69624,5064,2971,6,10561
0,0,-16,2,45,-29,-16,0,0,0,0,0,2,0,-12,2,-23,0,258319,0,0,-2,0
0,16480,-19,1,24,-23,-10,1440,10031,0,11499,987,2,0,-10,2,-15,8059,49186,1047,0,-2,0
0,0,-19,2,43,-23,-13,395,0,0,4044,728,2,0,-10,1,-19,408,29561,791,0,-2,0
1980,25973,-19,2,29,-17,-10,1712,2111,18337,42444,18292,1,2074,-8,2,-15,33094,366125,3220,1023,6,11044
759,3106,-19,2,28,-23,-10,1128,1005,2233,6416,1324,2,2221,-10,1,-15,3835,376927,1362,5406,2,5676
0,5435,-22,1,28,-17,-10,0,1044,7584,18874,6755,1,3237,-8,2,-7,10967,101585,2124,0,6,0
4410,19223,-22,2,39,-17,-10,2799,5442,27027,12369,23064,3,5025,-8,1,-15,13375,319592,4407,5169,6,31818
3671,128656,-19,1,29,-17,-10,6797,4655,107154,124654,102457,2,4224,-8,2,-15,135432,137545,3746,3953,6,100064
281,8160,-19,2,50,-17,-10,1283,1193,8894,8987,8579,2,1083,-8,1,-15,6553,9983,1465,313,6,4694
1770,48557,-19,2,31,-17,-10,1956,1905,49119,46671,50054,3,1550,-8,1,-15,49094,56520,2138,1687,6,51068
2022,3880,-22,2,34,-23,-13,8024,3665,8156,11682,1618,2,8062,-10,1,-19,8912,265113,1534,4159,6,10905
4424,60259,-13,1,41,-17,-10,0,3958,64534,66555,67290,1,0,-4,1,-7,64351,123506,6713,6161,6,72068
3906,23706,-19,1,27,-17,-10,2066,3043,3228,70966,33744,2,2970,-10,2,-15,20843,87246,16959,76994,2,74984
0,0,-16,2,51,-29,-4,0,0,0,4705,0,2,0,-12,1,-7,4297,51387,0,0,-2,0
489,1692,-16,2,38,-29,-16,2153,1805,646,5335,7577,2,772,-12,2,-23,2054,661677,7184,912,-2,1001
1147,78663,-13,2,26,-17,-10,3533,4471,57985,78687,55829,2,1230,-8,1,-15,83118,81201,2288,2356,6,29159
26350,20891,-19,2,43,-17,-10,1985,940,-934,51946,-949,2,15870,-12,1,-15,38412,156831,15560,15015,-2,-884
11121,282593,-19,2,32,-17,-10,11976,12091,261387,251144,250879,1,9926,-8,2,-15,254493,260885,12389,9461,6,253652
3618,161917,-19,2,25,-17,-10,7608,6357,148937,195816,162064,3,5643,-8,2,-15,183069,247042,5946,4395,6,125727
0,7910,-19,1,39,-17,-10,5237,1877,3130,43335,6530,2,0,-8,1,-15,51932,49537,1912,0,6,0
4756,174407,-19,2,43,-17,-10,6477,7130,151264,209295,168971,2,6522,-8,1,-15,162707,185887,10065,4308,6,105657
5390,16717,-22,2,59,-23,-13,13096,19937,0,16372,-195,2,204,-12,1,-19,12924,19967,0,17999,2,17389
4849,158310,-19,1,31,-17,-10,6155,6019,167149,148396,153020,1,5060,-8,2,-15,157029,219065,7757,5478,6,152270
0,1795,-16,2,36,-23,-13,1743,1728,-15,-8,-16,1,0,-12,1,-19,1619,349899,0,2840,2,2857
0,20112,-19,2,36,-17,-10,3231,3134,23321,24206,22075,3,3098,-8,1,-15,19336,26929,2944,1032,6,10642
1789,1120,-22,2,35,-23,-13,5871,1095,1231,2814,1198,1,0,-8,1,-19,6356,119985,1141,2968,2,2765
350,14668,-19,1,26,-17,-4,4364,0,16789,12943,15607,2,905,-8,2,-15,18553,52992,1065,1939,6,20107
9177,31894,-19,2,28,-17,-10,1867,4642,0,26212,0,1,0,-12,1,-15,30194,103795,0,22782,2,20194
880,1192,-13,2,30,-23,-13,298,1085,313,274,2292,1,296,-10,2,-19,300,218062,2269,4249,2,4133
286,311,-22,1,31,-23,-4,584,0,289,294,277,1,288,-10,2,-19,530,171872,277,292,2,285
732,51127,-19,2,34,-17,-10,2306,1985,31130,63379,55985,3,1602,-8,1,-15,47880,78261,2257,1086,6,13042
0,4512,-19,1,35,-17,-10,1230,1202,948,6086,748,2,1017,-10,2,-15,5768,48350,0,0,6,920
0,0,-16,2,51,-29,-16,0,0,0,0,0,1,0,-12,1,-23,0,76979,0,0,-2,0
3259,59964,-19,2,32,-17,-10,5705,5065,71336,64324,73680,1,2909,-8,1,-15,64985,133083,9408,3000,6,68085
1454,80668,-19,1,40,-17,-10,3162,3920,41368,82561,73444,2,2015,-8,2,-15,75612,82889,4103,2034,6,45722
5027,143722,-19,2,30,-17,-10,6260,6947,143200,142046,140830,2,4963,-8,2,-15,148452,164590,5095,5361,6,136655
594,9610,-19,2,33,-17,-10,1066,1172,9339,7653,9524,2,461,-8,2,-15,8773,136385,1097,382,6,9236
4350,18495,-16,1,23,-17,-4,961,972,14929,17537,15733,2,970,-8,2,-7,17126,19615,1279,710,6,15645
1027,41862,-19,2,28,-17,-10,2079,1886,28055,43343,31498,2,1031,-8,1,-15,41372,48969,1521,1002,6,25022
1833,71396,-19,2,30,-17,-10,3023,2487,65500,64353,72153,1,2092,-8,2,-15,71605,69931,2805,2169,6,58348
4746,25989,-19,1,32,-17,-10,6167,4337,26410,21414,26117,2,4006,-8,2,-15,25418,101825,4984,17678,6,43384
1058,48511,-19,2,21,-17,-10,2185,1994,38813,51506,18984,2,40895,-10,2,-15,53150,50507,1719,1306,6,30686
1062,8957,-22,1,22,-17,-10,4307,1953,4329,15386,13590,2,469,-8,2,-15,14215,20522,9972,17139,6,18676
0,371,-25,2,38,-29,-16,2287,344,362,5520,0,1,339,-12,1,-23,2343,202314,0,341,-2,354
2259,77348,-19,1,26,-17,-10,2907,1973,74457,92279,74797,2,72591,-10,2,-15,79501,373044,1540,2393,6,71158
862,0,-16,2,47,-23,-16,0,0,4772,0,3100,2,4402,-10,1,-23,0,293431,2961,1230,2,1178
0,768,-22,1,25,-17,-13,365,783,0,353,772,2,0,-8,2,-19,366,31437,0,0,-2,0
1068,9220,-16,2,37,-17,-10,0,1019,9316,9164,8374,2,1367,-8,1,-7,8538,30617,1008,0,14,2937
0,0,-19,1,30,-29,-10,2038,291,0,29273,0,2,0,-12,2,-15,23616,52060,0,0,-2,0
5741,64061,-19,2,28,-17,-10,4508,4736,65473,59425,68267,2,2415,-8,2,-15,59696,104948,4551,3860,6,68373
40544,14819,-19,2,23,-17,-10,1608,1349,5752,29833,16659,2,119,-8,2,-15,17999,63068,954,1339,6,-2867
1,120408,-13,1,33,-5,-4,9942,4660,134636,122523,135562,1,3961,-4,2,-7,134615,132345,817,10388,14,117933
0,28475,-19,1,60,-17,-10,2052,1533,29082,31038,27863,3,573,-8,2,-15,29129,30867,803,0,6,0
0,0,-22,1,37,-23,-13,1059,159,4550,22302,1319,2,4492,-10,1,-19,1022,323104,1417,12743,2,10554
446,1240,-16,1,50,-17,-10,0,1106,1292,1001,1990,2,0,-4,1,-7,703,19846,986,0,6,935
3282,79056,-19,2,28,-17,-10,3412,2643,51407,91594,52740,2,2026,-8,3,-15,77272,108448,2340,4997,6,44803
6904,183187,-19,1,36,-17,-10,7392,6866,196039,191662,186166,2,6209,-8,1,-15,181817,174286,6733,6807,6,189660
107490,2912,-25,2,39,-29,-16,1905,1975,1609,14054,3970,1,1679,-12,2,-23,13369,316074,1959,671,-2,-584
0,52707,-25,2,29,-29,-16,6971,58077,0,18005,2303,1,0,-12,2,-23,5973,219000,2664,0,-2,0
656,1026,-22,2,25,-23,-13,620,1036,642,597,1773,1,678,-10,2,-19,611,53262,1582,571,2,637
10145,252585,-19,1,26,-17,-10,9941,9506,282429,232771,262544,1,10400,-4,2,-15,264387,270129,18844,0,14,252849
716,403,-22,2,36,-23,-13,389,385,0,369,371,1,0,-10,1,-19,364,249612,369,385,2,379
3095,191463,-19,2,45,-17,-10,10960,10117,112904,193134,171960,3,9555,-8,1,-15,179304,213520,9418,4078,6,83604
0,7025,-25,1,45,-29,-16,1056,6705,-15,9553,-18,1,0,-12,1,-23,1179,326916,0,0,-2,-17
2141,25984,-13,1,36,-5,-4,3188,0,30210,25488,30205,2,1250,-4,2,-7,29099,97535,3045,600,14,30091
37384,3671,-19,2,29,-23,-10,5265,990,1855,7613,2271,2,1982,-10,2,-15,10320,95282,2119,739,2,717
0,0,-25,2,52,-29,-16,797,0,627,0,0,1,604,-12,2,-23,793,241135,0,5229,-2,4529
14243,78838,-19,2,43,-17,-10,12086,9537,32565,109559,27841,2,18761,-8,1,-15,94808,192212,12433,15151,6,41288
